,loss,accuracy,val_loss,val_accuracy
0,1.8167948722839355,0.25047892332077026,1.7923383712768555,0.25413691997528076
1,1.7106362581253052,0.30342215299606323,1.5702381134033203,0.38965338468551636
2,1.5088214874267578,0.4067398011684418,1.407858967781067,0.4619404375553131
3,1.3830697536468506,0.46294844150543213,1.349347472190857,0.48371362686157227
4,1.3174442052841187,0.49238070845603943,1.2781399488449097,0.5136736035346985
5,1.2578126192092896,0.5188522934913635,1.2782363891601562,0.5141961574554443
6,1.2050812244415283,0.5382270812988281,1.2533833980560303,0.5222086906433105
7,1.1663391590118408,0.556034505367279,1.2290072441101074,0.5384079217910767
8,1.1221733093261719,0.5723180174827576,1.2171396017074585,0.5434593558311462
9,1.092069387435913,0.5840299725532532,1.231742262840271,0.5385821461677551
10,1.0573419332504272,0.5980059504508972,1.214788794517517,0.5387563109397888
11,1.0255818367004395,0.6109369397163391,1.2245646715164185,0.5429367423057556
12,0.9907452464103699,0.6254789233207703,1.2027894258499146,0.5528653264045715
13,0.9555992484092712,0.6407610774040222,1.225693941116333,0.5436335206031799
14,0.9361052513122559,0.6478579044342041,1.2285069227218628,0.5506009459495544
15,0.9078822135925293,0.6550853252410889,1.2431714534759521,0.5479881763458252
16,0.8709205389022827,0.6698014736175537,1.2681437730789185,0.5324856042861938
17,0.8479084968566895,0.6789010763168335,1.2808201313018799,0.5478139519691467
18,0.8204541802406311,0.6909613609313965,1.2777090072631836,0.5483365058898926
19,0.7883099317550659,0.7059386968612671,1.3176884651184082,0.5443302392959595
20,0.7753724455833435,0.709160566329956,1.34088134765625,0.5361435413360596
21,0.7467058300971985,0.7194357514381409,1.4004325866699219,0.5418916344642639
22,0.7158816456794739,0.7326715588569641,1.3575406074523926,0.5330081582069397
23,0.7139171957969666,0.7304510474205017,1.4020891189575195,0.5478139519691467
24,0.6773459315299988,0.7456461191177368,1.428177833557129,0.5455495715141296
