,loss,accuracy,val_loss,val_accuracy
0,1.6058387756347656,0.38074713945388794,1.7662628889083862,0.21599024534225464
1,1.327668309211731,0.49917277693748474,1.66221022605896,0.3245079219341278
2,1.1941038370132446,0.5484586954116821,1.3082177639007568,0.499564528465271
3,1.0842070579528809,0.5894287824630737,1.2670682668685913,0.5387563109397888
4,0.9869714975357056,0.6276994347572327,1.3700345754623413,0.5082738399505615
5,0.8948243856430054,0.6646638512611389,1.4384223222732544,0.5075770616531372
6,0.7885951995849609,0.7060257792472839,1.4308079481124878,0.5140219330787659
7,0.6974216103553772,0.7413357496261597,1.4610434770584106,0.5291761159896851
8,0.6191698908805847,0.7712033987045288,1.6032531261444092,0.5389304757118225
9,0.5217984318733215,0.808037281036377,1.715299129486084,0.5309179425239563
10,0.44375985860824585,0.8378613591194153,1.9597474336624146,0.5263891220092773
11,0.40786445140838623,0.8524904251098633,2.167811870574951,0.4993903636932373
12,0.3392908275127411,0.8783089518547058,2.196058750152588,0.512628436088562
13,0.3093454837799072,0.8863201141357422,2.3861474990844727,0.5063577890396118
14,0.27009516954421997,0.9008185267448425,2.3884055614471436,0.5124542713165283
15,0.2280060201883316,0.9192789793014526,2.877742290496826,0.5018289685249329
16,0.21149130165576935,0.922849178314209,2.563469171524048,0.5166347622871399
17,0.206571564078331,0.9243730306625366,2.7525792121887207,0.5025256872177124
18,0.1802741289138794,0.9357366561889648,3.0009846687316895,0.5136736035346985
19,0.1627689003944397,0.9431818127632141,2.8220808506011963,0.5256924033164978
20,0.15952059626579285,0.9435301423072815,3.129441738128662,0.5079254508018494
21,0.14270581305027008,0.9504963159561157,3.132948160171509,0.5105382204055786
22,0.14372296631336212,0.9503657221794128,3.12134051322937,0.5208151936531067
23,0.13284887373447418,0.9551114439964294,2.938397169113159,0.5187249779701233
24,0.11498727649450302,0.9609021544456482,3.1139612197875977,0.5246472954750061
25,0.11314373463392258,0.9617729187011719,3.131187677383423,0.5249956250190735
26,0.11041536927223206,0.9615987539291382,3.40563702583313,0.5136736035346985
27,0.12790541350841522,0.9547631740570068,3.273458957672119,0.5150670409202576
28,0.11103944480419159,0.961163341999054,3.3287384510040283,0.5249956250190735
29,0.09344767034053802,0.9673023223876953,3.201080083847046,0.5248214602470398
30,0.1026129350066185,0.965604305267334,3.4155361652374268,0.5310921669006348
31,0.09524909406900406,0.9660397171974182,3.5195741653442383,0.534575879573822
32,0.09230169653892517,0.9678248167037964,3.6781296730041504,0.5333565473556519
33,0.08385957777500153,0.9714820384979248,3.5509653091430664,0.525169849395752
34,0.09791625291109085,0.9669975638389587,3.5366177558898926,0.5249956250190735
35,0.08075471967458725,0.9719609618186951,3.9134562015533447,0.5121058821678162
36,0.07898682355880737,0.9730929732322693,3.7480881214141846,0.5047901272773743
37,0.09799772500991821,0.9667363166809082,3.614370584487915,0.5249956250190735
38,0.0904797688126564,0.967476487159729,3.6397597789764404,0.5147187113761902
39,0.0837494358420372,0.9711772799491882,3.926880121231079,0.5357951521873474
40,0.07057876884937286,0.974486231803894,3.9226574897766113,0.5260407328605652
41,0.08910668641328812,0.9689568281173706,3.7352640628814697,0.5140219330787659
42,0.07334206253290176,0.9752264022827148,3.716248035430908,0.5234279632568359
43,0.08001383394002914,0.9715256094932556,4.049581050872803,0.5194216966629028
44,0.08142228424549103,0.9727882146835327,3.8760104179382324,0.5222086906433105
