,loss,accuracy,val_loss,val_accuracy
0,1.8015673160552979,0.2545280456542969,1.7292543649673462,0.28583869338035583
1,1.6271520853042603,0.35575583577156067,1.5365331172943115,0.39975613355636597
2,1.4497767686843872,0.44122257828712463,1.413650631904602,0.46281135082244873
3,1.340478539466858,0.48641589283943176,1.3514533042907715,0.4943389594554901
4,1.2731504440307617,0.5179380178451538,1.3003625869750977,0.50409334897995
5,1.205559253692627,0.5434517860412598,1.2693607807159424,0.519770085811615
6,1.1515345573425293,0.5673545598983765,1.2599129676818848,0.528305172920227
7,1.1038148403167725,0.5842476487159729,1.233154058456421,0.5422400236129761
8,1.0623117685317993,0.6032741069793701,1.2252957820892334,0.5452011823654175
9,1.0232857465744019,0.6170324087142944,1.2161247730255127,0.5523427724838257
10,0.9801722168922424,0.6353622674942017,1.2241348028182983,0.545897901058197
11,0.9471155405044556,0.6458986401557922,1.2651045322418213,0.5411949157714844
12,0.9008135199546814,0.6652734279632568,1.2648262977600098,0.5431109666824341
13,0.865102231502533,0.679858922958374,1.2782381772994995,0.5486848950386047
14,0.8181115984916687,0.6974921822547913,1.3548312187194824,0.5350984334945679
15,0.7865267992019653,0.7095959782600403,1.3620468378067017,0.5455495715141296
16,0.7516637444496155,0.724486231803894,1.4560383558273315,0.5312663316726685
17,0.7237091064453125,0.7322361469268799,1.5321660041809082,0.5350984334945679
18,0.685122013092041,0.7468216419219971,1.5533766746520996,0.5276084542274475
19,0.6466673612594604,0.7630181312561035,1.594467282295227,0.5352725982666016
20,0.6175011396408081,0.7724224925041199,1.6471290588378906,0.5255181789398193
21,0.5796458125114441,0.7899686694145203,1.7150713205337524,0.5270859003067017
22,0.5472264289855957,0.8000261187553406,1.8094455003738403,0.5258665680885315
23,0.519905149936676,0.8102577328681946,1.9139764308929443,0.518899142742157
24,0.48191937804222107,0.8241901993751526,2.0736658573150635,0.514370322227478
